,Position,Track Name,Artist,Stream Count/Week,URL,source,Week Ending,id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
3413,14,Don't Start Now,Dua Lipa,17648641,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,3PfIrDoz19wz7qK7tYeu62,Don't Start Now,Future Nostalgia,Dua Lipa,2020-03-27,183290,85,0.793,0.0123,0.793,0.0,0.0951,-4.521,0.083,123.95,4
3414,15,Break My Heart,Dua Lipa,17259460,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,017PF4Q3l4DBUiWoXk4OWT,Break My Heart,Future Nostalgia,Dua Lipa,2020-03-27,221820,84,0.73,0.167,0.729,1.39e-06,0.349,-3.434,0.0883,113.013,4
3415,16,Blueberry Faygo,Lil Mosey,16655073,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,22LAwLoDA5b4AaGSkg6bKW,Blueberry Faygo,Certified Hitmaker,Lil Mosey,2020-02-06,162546,82,0.774,0.207,0.554,0.0,0.132,-7.909,0.0383,99.034,4
3416,17,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,16135711,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,1H7KnK26kc1YyellpbINEn,The Woo (feat. 50 Cent & Roddy Ricch),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,201600,84,0.49,0.0221,0.618,3.77e-06,0.259,-5.655,0.104,99.7,4
3417,18,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,15991876,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,190476,89,0.823,0.114,0.586,0.0,0.193,-6.606,0.2,125.971,4
3418,19,La Jeepeta - Remix,Nio Garcia,15746726,https://open.spotify.com/track/1mohfLaTJtB2RplHLQVM70,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,1mohfLaTJtB2RplHLQVM70,La Jeepeta - Remix,La Jeepeta (Remix),Nio Garcia,2020-04-24,345240,81,0.815,0.3,0.715,4.83e-06,0.091,-4.65,0.207,176.007,4
3419,20,MAMACITA,Black Eyed Peas,15370491,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,24IgCW19L8lXKyFZwzFtD3,MAMACITA,Translation,Black Eyed Peas,2020-06-18,251428,57,0.88,0.19,0.626,0.000755,0.094,-7.062,0.0473,105.01,4
3420,21,Stuck with U (with Justin Bieber),Ariana Grande,15002923,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),Stuck with U,Ariana Grande,2020-05-08,228482,87,0.597,0.223,0.45,0.0,0.382,-6.658,0.0418,178.765,3
3421,22,Supalonely,BENEE,14702655,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,4nK5YrxbMGZstTLbvj6Gxw,Supalonely,STELLA & STEVE,BENEE,2019-11-15,223480,81,0.863,0.305,0.631,3.04e-05,0.123,-4.689,0.0534,128.977,4
3422,23,The Box,Roddy Ricch,14152060,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,0nbXyq5TXYPCO7pr3N8S4I,The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,2019-12-06,196652,88,0.896,0.104,0.586,0.0,0.79,-6.687,0.0559,116.971,4
3423,24,Someone You Loved,Lewis Capaldi,14025242,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,182160,90,0.501,0.751,0.405,0.0,0.105,-5.679,0.0319,109.891,4
3424,25,TKN (feat. Travis Scott),ROSALÍA,13839767,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,4w47S36wQGBhGg073q3nt7,TKN (feat. Travis Scott),TKN (feat. Travis Scott),ROSALÍA,2020-05-28,129370,80,0.776,0.192,0.509,1.49e-06,0.115,-6.266,0.467,94.634,4
3425,26,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,13542689,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,2MbdDtCv5LUVjYy9RuGTgC,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",Jack Harlow,2020-06-24,227478,84,0.904,0.0631,0.723,0.0,0.185,-5.224,0.26,145.013,4
3426,27,THE SCOTTS,THE SCOTTS,13200042,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,39Yp9wwQiSRIDOvrVg7mbk,THE SCOTTS,THE SCOTTS,THE SCOTTS,2020-04-24,165977,84,0.716,0.233,0.537,0.0,0.157,-7.648,0.0514,129.979,4
3427,28,Relación,Sech,13191836,https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,3ZG8N7aWw2meb6UrI5ZmnZ,Relación,1 of 1,Sech,2020-05-21,184254,80,0.805,0.125,0.562,4.96e-06,0.148,-3.117,0.105,172.094,4
3428,29,Intentions (feat. Quavo),Justin Bieber,13052963,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,4umIPjkehX1r7uhmGvXiSV,Intentions (feat. Quavo),Changes,Justin Bieber,2020-02-14,212866,81,0.806,0.3,0.546,0.0,0.102,-6.637,0.0575,147.986,4
3429,30,Before You Go,Lewis Capaldi,12571764,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,2gMXnyrvIjhVBUZwvLZDMP,Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,2019-11-22,215106,85,0.459,0.604,0.575,0.0,0.0885,-4.858,0.0573,111.881,4
3430,31,Say So,Doja Cat,12112328,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,3Dv1eDb0MEgF93GpLXlucZ,Say So,Hot Pink,Doja Cat,2019-11-07,237893,85,0.787,0.256,0.673,3.57e-06,0.0904,-4.577,0.158,110.962,4
3431,32,Sunday Best,Surfaces,11973037,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,Where the Light Is,Surfaces,2019-01-06,158571,83,0.878,0.183,0.525,0.0,0.0714,-6.832,0.0578,112.022,4
3432,33,In Your Eyes,The Weeknd,11371897,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,7szuecWAPwGoV1e5vGu8tl,In Your Eyes,After Hours,The Weeknd,2020-03-20,237520,87,0.667,0.00285,0.719,8.1e-05,0.0736,-5.371,0.0346,100.021,4
3433,34,GOOBA,6ix9ine,11260077,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,4NhDYoQTYCdWHTvlbGVgwo,GOOBA,GOOBA,6ix9ine,2020-05-08,132303,75,0.611,0.0264,0.688,0.0,0.251,-5.688,0.341,178.462,4
3434,35,Hasta Que Dios Diga,Anuel AA,11254470,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,06s3QtMJVXw1AJX3UfvZG1,Hasta Que Dios Diga,Emmanuel,Anuel AA,2020-05-29,246000,80,0.691,0.464,0.765,3.29e-06,0.203,-4.727,0.111,174.021,4
3435,36,Circles,Post Malone,11246879,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,21jGcNKet2qwijlDFuPiPb,Circles,Hollywood's Bleeding,Post Malone,2019-09-06,215280,89,0.695,0.192,0.762,0.00244,0.0863,-3.497,0.0395,120.042,4
3436,37,Caramelo,Ozuna,11169365,https://open.spotify.com/track/3gD4J3RUHy4OUuZ3qAiaiG,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,3gD4J3RUHy4OUuZ3qAiaiG,Caramelo,Caramelo,Ozuna,2020-06-11,217546,81,0.728,0.0531,0.806,0.000301,0.153,-3.766,0.0623,168.084,4
3437,38,Savage Remix (feat. Beyoncé),Megan Thee Stallion,11065948,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,5v4GgrXPMghOnBBLmveLac,Savage Remix (feat. Beyoncé),Savage Remix (feat. Beyoncé),Megan Thee Stallion,2020-04-29,242000,78,0.822,0.016,0.743,0.0,0.127,-4.772,0.28,84.459,4
3438,39,Tusa,KAROL G,11030473,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,7k4t7uLgtOxPwTpFmtJNTY,Tusa,Tusa,KAROL G,2019-11-07,200960,86,0.803,0.295,0.715,0.000134,0.0574,-3.28,0.298,101.085,4
3439,40,Dior,Pop Smoke,10897700,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,79s5XnCN4TJKTVMSmOx8Ep,Dior,Meet The Woo,Pop Smoke,2019-07-26,216386,86,0.548,0.212,0.805,0.000389,0.408,-5.732,0.351,142.094,4
3440,41,Got It On Me,Pop Smoke,10606428,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,25zlnOAzbVoOzIeXSvQFf1,Got It On Me,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,164579,81,0.688,0.00815,0.647,1.65e-05,0.095,-7.258,0.19,88.834,4
3441,42,Kings & Queens,Ava Max,10514088,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,76nqCfJOcFFWBJN32PAksn,Kings & Queens,Kings & Queens,Ava Max,2020-03-12,162398,33,0.638,0.00775,0.688,0.0,0.126,-4.056,0.0407,129.856,4
3442,43,Falling,Trevor Daniel,10513407,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,2rRJrJEo19S2J82BDsQ3F7,Falling,Nicotine,Trevor Daniel,2020-03-26,159381,78,0.784,0.123,0.43,0.0,0.0887,-8.756,0.0364,127.087,4
3443,44,Be Kind (with Halsey),Marshmello,10494363,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,3Z8FwOEN59mRMxDCtb8N0A,Be Kind (with Halsey),Be Kind (with Halsey),Marshmello,2020-05-01,172761,84,0.63,0.00776,0.633,0.0,0.0541,-7.088,0.0457,93.995,4
3444,45,goosebumps,Travis Scott,10441881,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,6gBFPUFcJLzWGx4lenP6h2,goosebumps,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,243836,88,0.841,0.0847,0.728,0.0,0.149,-3.37,0.0484,130.049,4
3445,46,Play Date,Melanie Martinez,10407540,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,4DpNNXFMMxQEKl7r0ykkWA,Play Date,Cry Baby (Deluxe Edition),Melanie Martinez,2015-08-14,179867,84,0.68,0.612,0.729,0.0,0.224,-5.077,0.0475,123.97,4
3446,47,Señorita,Shawn Mendes,10390877,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,6v3KW9xbzN5yKLt9YKDYA2,Señorita,Shawn Mendes (Deluxe),Shawn Mendes,2019-06-19,190799,82,0.759,0.0392,0.548,0.0,0.0828,-6.049,0.029,116.967,4
3447,48,Adore You,Harry Styles,10107897,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,3jjujdWJ72nww5eGnfs2E7,Adore You,Fine Line,Harry Styles,2019-12-13,207133,87,0.676,0.0237,0.771,7e-06,0.102,-3.675,0.0483,99.048,4
3448,49,Memories,Maroon 5,9783144,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,2b8fOow8UzyDFAE27YhOZM,Memories,Memories,Maroon 5,2019-09-20,189486,88,0.764,0.837,0.32,0.0,0.0822,-7.209,0.0546,91.019,4
3449,50,Bläulich,Apache 207,9748926,https://open.spotify.com/track/57tck8MCxkY6tcQC6VhahR,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,57tck8MCxkY6tcQC6VhahR,Bläulich,Bläulich,Apache 207,2020-07-03,196229,68,0.796,0.0633,0.687,0.000443,0.118,-7.855,0.357,153.959,4
3450,51,Lose Somebody,Kygo,9557505,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,1sgDyuLooyvEML4oHspNza,Lose Somebody,Golden Hour,Kygo,2020-05-29,199549,75,0.58,0.344,0.586,0.0,0.0755,-6.883,0.0357,147.988,4
3451,52,Safaera,Bad Bunny,9240451,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,2DEZmgHKAvm41k4J3R2E9Y,Safaera,YHLQMDLG,Bad Bunny,2020-02-28,295176,83,0.607,0.0103,0.829,0.0,0.107,-4.074,0.379,96.172,4
3452,53,Gangstas,Pop Smoke,9183170,https://open.spotify.com/track/1hg3RlqFZXJb5YgRoK9qmF,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,1hg3RlqFZXJb5YgRoK9qmF,Gangstas,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,160000,75,0.548,0.203,0.506,0.0001,0.0788,-7.434,0.102,119.987,5
3453,54,HIGHEST IN THE ROOM,Travis Scott,9161918,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,2019-10-04,175720,87,0.598,0.0546,0.427,5.83e-06,0.21,-8.764,0.0317,76.469,4
3454,55,Yo Perreo Sola,Bad Bunny,9095162,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,0SqqAgdovOE24BzxIClpjw,Yo Perreo Sola,YHLQMDLG,Bad Bunny,2020-02-28,172127,82,0.86,0.021,0.758,6.54e-05,0.344,-5.16,0.0695,97.014,4
3455,56,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,9075657,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,Hollywood's Bleeding,Post Malone,2019-09-06,157560,82,0.755,0.533,0.522,0.0,0.0685,-4.368,0.0575,89.96,4
3456,57,Wash Us In The Blood,Kanye West,9054489,https://open.spotify.com/track/7mEUjhl6aTztdHCrxoTgBG,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,7mEUjhl6aTztdHCrxoTgBG,Wash Us In The Blood,Wash Us In The Blood,Kanye West,2020-06-30,189827,66,0.67,0.184,0.847,0.0,0.304,-4.85,0.409,137.22,4
3457,58,Aim For The Moon (feat. Quavo),Pop Smoke,9011502,https://open.spotify.com/track/6O7fPYTsb2mY0PiFt2ymDB,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,6O7fPYTsb2mY0PiFt2ymDB,Aim For The Moon (feat. Quavo),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,175756,71,0.713,0.497,0.605,3.46e-06,0.115,-7.487,0.107,142.025,4
3458,59,bad guy,Billie Eilish,8960724,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,2Fxmhks0bxGSBdJ92vM42m,bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,194087,88,0.701,0.328,0.425,0.13,0.1,-10.965,0.375,135.128,4
3459,60,Life Is Good (feat. Drake),Future,8741325,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,1K5KBOgreBi5fkEHvg5ap3,Life Is Good (feat. Drake),High Off Life,Future,2020-05-15,237918,77,0.795,0.067,0.574,0.0,0.15,-6.903,0.487,142.053,4
3460,61,SICKO MODE,Travis Scott,8707088,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,ASTROWORLD,Travis Scott,2018-08-03,312820,86,0.834,0.00513,0.73,0.0,0.124,-3.714,0.222,155.008,4
3461,62,Elegí (feat. Dímelo Flow),Rauw Alejandro,8496367,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,50ZC4PM7hywH27RcCfViau,Elegí (feat. Dímelo Flow),Elegí (feat. Dímelo Flow),Rauw Alejandro,2020-03-26,197721,79,0.824,0.237,0.631,0.000116,0.0531,-2.791,0.0809,171.965,4
3462,63,44 BullDog,Pop Smoke,8443771,https://open.spotify.com/track/7sjFIZ1g5QLJLGja3k592K,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,7sjFIZ1g5QLJLGja3k592K,44 BullDog,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,150857,69,0.8,0.0287,0.564,1.65e-06,0.112,-5.817,0.4,139.989,4
3463,64,Make It Rain (feat. Rowdy Rebel),Pop Smoke,8402816,https://open.spotify.com/track/71d7LaAgPcNcUopu3OzmP7,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,71d7LaAgPcNcUopu3OzmP7,Make It Rain (feat. Rowdy Rebel),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,202443,66,0.5,0.162,0.767,9.79e-05,0.385,-4.105,0.403,159.477,4
3464,65,ROXANNE,Arizona Zervas,8402787,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,696DnlkuDOXcMAnKlTgXXK,ROXANNE,ROXANNE,Arizona Zervas,2019-10-10,163636,85,0.621,0.0522,0.601,0.0,0.46,-5.616,0.148,116.735,5
3465,66,Go Crazy,Chris Brown,8339523,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,1IIKrJVP1C9N7iPtG6eOsK,Go Crazy,Slime & B,Chris Brown,2020-05-08,176960,84,0.755,0.316,0.578,0.0,0.25,-8.932,0.145,94.148,4
3466,67,La Curiosidad,Jay Wheeler,8316497,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,4HYDUMY0xSpeBr0AMY9cUz,La Curiosidad,Platonicos,Jay Wheeler,2020-06-12,219048,86,0.845,0.269,0.677,0.000917,0.108,-4.798,0.136,90.013,4
3467,68,WHATS POPPIN,Jack Harlow,8275432,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,1jaTQ3nqY3oAAYyCTbIvnM,WHATS POPPIN,Sweet Action,Jack Harlow,2020-03-13,139741,83,0.923,0.017,0.604,0.0,0.272,-6.671,0.245,145.062,4
3468,69,Ride It,Regard,8243645,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,2tnVG71enUj33Ic2nFN6kZ,Ride It,Ride It,Regard,2019-07-26,157605,87,0.88,0.177,0.751,6.43e-05,0.106,-4.258,0.0874,117.948,4
3469,70,After Party,Don Toliver,8180243,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,527k23H0A4Q0UJN3vGs0Da,After Party,Heaven Or Hell,Don Toliver,2020-03-13,167915,83,0.629,0.00981,0.692,0.331,0.603,-8.045,0.0376,162.948,4
3470,71,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,8116611,https://open.spotify.com/track/0dZpw3h6KZhcHec61qwevZ,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,0dZpw3h6KZhcHec61qwevZ,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Banana (feat. Shaggy) [DJ FLe - Minisiren Remix],Conkarah,2020-05-15,210328,74,0.824,0.016,0.854,4.95e-05,0.117,-5.312,0.177,95.114,4
3471,72,Chicago Freestyle (feat. Giveon),Drake,8058650,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes,Drake,2020-05-01,220487,83,0.735,0.629,0.449,0.0,0.113,-7.507,0.347,122.947,4
3472,73,Azul,J Balvin,8054818,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,2lCkncy6bIB0LTMT7kvrD1,Azul,Colores,J Balvin,2020-03-19,205933,82,0.843,0.0816,0.836,0.00138,0.0532,-2.474,0.0695,94.018,4
3473,74,Rojo,J Balvin,8036410,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,380HmhwTE2NJgawn1NwkXi,Rojo,Colores,J Balvin,2020-03-19,150720,75,0.663,0.193,0.598,8.02e-05,0.0856,-4.042,0.17,172.245,4
3474,75,Lucid Dreams,Juice WRLD,8022114,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,285pBltuF7vW8TeWk8hdRR,Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,2018-12-10,239835,88,0.511,0.349,0.566,0.0,0.34,-7.23,0.2,83.903,4
3475,76,We Paid (feat. 42 Dugg),Lil Baby,7755754,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,6gxKUmycQX7uyMwJcweFjp,We Paid (feat. 42 Dugg),My Turn (Deluxe),Lil Baby,2020-05-01,181929,80,0.926,0.135,0.542,0.0,0.0877,-5.064,0.293,135.14,4
3476,77,Stunnin' (feat. Harm Franklin),Curtis Waters,7739560,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,2D0dj3hVkRQJCp63cxCPEx,Stunnin' (feat. Harm Franklin),Stunnin' (feat. Harm Franklin),Curtis Waters,2020-05-19,144000,74,0.885,0.33,0.685,0.0,0.148,-6.429,0.0627,99.954,4
3477,78,Mood Swings (feat. Lil Tjay),Pop Smoke,7677519,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,5rZlwNFl01HqLWBQGryKSm,Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,213333,86,0.48,0.487,0.602,0.0,0.0848,-6.335,0.368,179.798,4
3478,79,Something Special,Pop Smoke,7634780,https://open.spotify.com/track/5kkaSMcf4BFlhRRICCKZb6,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,5kkaSMcf4BFlhRRICCKZb6,Something Special,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,158466,76,0.739,0.252,0.616,1.93e-06,0.101,-6.963,0.0338,91.071,4
3479,80,Favorito,Camilo,7579772,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,0jT8Nl0shPS8115is0wD2Q,Favorito,Por Primera Vez,Camilo,2020-04-17,209765,75,0.606,0.237,0.853,0.0,0.251,-2.975,0.0545,178.043,4
3480,81,Secrets,Regard,7565803,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,66W1rVTnEv86dIkFhoiElg,Secrets,Secrets,Regard,2020-04-24,176766,81,0.848,0.0412,0.768,0.000785,0.195,-5.386,0.0373,118.961,4
3481,82,everything i wanted,Billie Eilish,7447924,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,everything i wanted,Billie Eilish,2019-11-13,245425,87,0.704,0.902,0.225,0.657,0.106,-14.454,0.0994,120.006,4
3482,83,Tak Tiki Tak,Harry Nach,7399369,https://open.spotify.com/track/6Hw21Z5CmEV78jrncFpMwz,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,6Hw21Z5CmEV78jrncFpMwz,Tak Tiki Tak,Tak Tiki Tak,Harry Nach,2019-07-05,212406,6,0.8,0.336,0.578,0.000311,0.184,-4.779,0.0831,99.989,4
3483,84,If the World Was Ending - feat. Julia Michaels,JP Saxe,7390329,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,regional-global-weekly-2020-07-03--2020-07-10.csv,2020-07-10,2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending - feat. Julia Michaels,If the World Was Ending (feat. Julia Michaels),JP Saxe,2019-10-17,208687,86,0.464,0.866,0.473,0.0,0.109,-10.086,0.129,75.801,4
